연번,학교급,시군명,읍면동,설립별,학교명,신설휴원,학급수,학생수,우편번호,주소,연락처,팩스번호,비고
294,유치원,논산,연산면,공립,청동초등학교병설유치원,,1,4,32913,논산시 연산면 선비로 293번길 29-5,041-735-0532,041-735-0518,
295,유치원,논산,연산면,공립,백석초등학교병설유치원,,1,3,32909,논산시 연산면 선비로 726,041-734-3866,041-734-4707,
296,유치원,논산,벌곡면,공립,벌곡초등학교병설유치원,,1,5,33026,논산시벌곡면대둔로821-8,041-734-1690,041-734-4021,
297,유치원,논산,벌곡면,공립,도산초등학교병설유치원,,1,11,33028,논산시 벌곡면 수락로 23,041-733-9781,041-733-2703,
298,유치원,논산,양촌면,공립,양촌초등학교병설유치원,,1,6,33023,논산시 양촌면 매죽헌로 1665번길 22,041-741-3324,041-741-2227,
299,유치원,논산,양촌면,공립,반곡초등학교병설유치원,,1,11,33021,논산시 양촌면 황산벌로 1126번길 5,041-736-3053,041-735-9405,
300,유치원,논산,가야곡면,공립,가야곡초등학교병설유치원,,1,4,33019,논산시 가야곡면 덕은로 160,041-742-1603,041-742-7020,1면1원
301,유치원,논산,은진면,공립,성덕초등학교병설유치원,,1,1,32999,논산시 은진면 원앙로 1174 ,041-742-6243,041-741-0449,특수교육대상자선정
302,유치원,논산,채운면,공립,채운초등학교병설유치원,,1,4,32945,논산시 채운면 채운로 112,041-980-3274,041-736-3911,
303,유치원,논산,채운면,공립,이화초등학교병설유치원,,1,5,32946,논산시 채운면 채운로350,041-742-4556,041-742-6875,
304,유치원,논산,대교동,공립,놀뫼유치원,,8,100,32947,논산시 대화로 121,041-733-8626,041-733-8628,
305,유치원,논산,대교동,사립,성심유치원,,0,0,32950,논산시 대화로 24,041-736-4015,041-733-4017,202537자 폐원
306,유치원,논산,연무읍,사립,동산유치원,,3,40,33008,논산시 연무읍 안심로 122-19,041-741-6622,041-741-8864,
307,유치원,논산,은진면,사립,쌘뽈유치원,,4,81,32996,논산시 은진면 탑정로 265-22,041-742-8958,041-742-8959,
308,유치원,계룡,두마면,공립,두마초등학교병설유치원,,3,27,32837,계룡시 두마면 팥거리길160,042-841-5475,042-541-9081,
309,유치원,계룡,엄사면,공립,신도초등학교병설유치원,,5,27,32819,계룡시 엄사면 번영3길 82,042-841-9863,042-841-2897,
310,유치원,계룡,금암동,공립,금암초등학교병설유치원,,4,44,32824,계룡시 장안로104,042-841-9737,042-841-9738,
311,유치원,계룡,엄사면,사립,계룡솔빛유치원(구 엄사유치원),,3,25,32812,계룡시 엄사면 엄사중앙로 66,042-841-0058,042-841-0059,
312,유치원,계룡,신도안면,사립,성모유치원,,6,128,32801,계룡시 신도안면 신도안1길 72,042-551-0181,042-551-0182,
313,유치원,계룡,신도안면,사립,본부유치원,,6,90,32801,계룡시 신도안면 신도아2길 95,042-551-3546,042-551-3545,
314,유치원,계룡,금암동,사립,세종유치원,,10,167,32833,계룡시 금암3길 12,042-841-7252,042-841-7253,
315,유치원,당진,용연동,공립,당진용연유치원,,6,90,31788,충남 당진시 용연로 19-19,041-354-3861,041-354-3864,
316,유치원,당진,읍내동,공립,당진초등학교병설유치원,,2,18,31776,충남 당진시 교동길 106,041-352-3105,041-355-1198,
317,유치원,당진,사기소동,공립,성당초등학교병설유치원,,1,6,31789,충남 당진시 역천로 222,041-355-5188,041-355-0595,
318,유치원,당진,읍내동,공립,계성초등학교병설유치원,,2,23,31771,충남 당진시 당진중앙1로 290,041-355-9328,041-355-0781,
319,유치원,당진,채운동,공립,탑동초등학교병설유치원,,3,51,31780,충남 당진시 대호만로 12,041-355-1937,041-355-0608,
320,유치원,당진,대덕동,공립,대덕초등학교병설유치원,,3,52,31787,충남 당진시 대덕1로 80,041-430-0174,041-352-1565,
321,유치원,당진,수청동,공립,수청초등학교병설유치원,,3,52,31817,충남 당진시 수청2로 37,041-358-9872,,
322,유치원,당진,합덕읍,공립,합덕초등학교병설유치원,휴원,0,0,31813,충남 당진시 합덕읍 덕평로 508,041-363-0515,041-363-0806,2023-03-01자 휴원
323,유치원,당진,합덕읍,공립,합도초등학교병설유치원,,1,5,31811,충남 당진시 합덕읍 면천로 1538,041-363-1685,041-363-1413,
324,유치원,당진,합덕읍,공립,신촌초등학교병설유치원,,1,3,31815,충남 당진시 합덕읍 상덕로 620-13,041-362-4822,041-362-9551,
325,유치원,당진,고대면,공립,고대초등학교병설유치원,,2,25,31793,충남 당진시 고대면 고대로 206,041-353-4041,041-352-9371,
326,유치원,당진,고대면,공립,고산초등학교병설유치원,,1,4,31791,충남 당진시 고대면 서집들길 55,041-353-3820,041-352-4912,
327,유치원,당진,석문면,공립,석문초등학교병설유치원,,1,13,31703,충남 당진시 석문면 다리들길7,041-352-9241,041-353-4980,
328,유치원,당진,석문면,공립,삼봉초등학교병설유치원,,1,4,31706,충남 당진시 석문면 대호만로 1722-1,041-353-0042,041-352-4850,
329,유치원,당진,석문면,공립,초락초등학교병설유치원,,1,6,31707,충남 당진시 석문면 샛터말길35,041-353-0604,041-352-4686,
330,유치원,당진,대호지면,공립,조금초등학교병설유치원,,1,6,31798,충남 당진시 대호지면 4.4 만세로 23,041-353-3126,041-353-4979,
331,유치원,당진,정미면,공립,정미초등학교병설유치원,,1,3,31802,충남 당진시 정미면 운정로 642,041-353-1078,041-352-4999,
332,유치원,당진,정미면,공립,천의초등학교병설유치원,,1,6,31800,충남 당진시 정미면 천평로 30,041-352-9409,041-352-9369,
333,유치원,당진,면천면,공립,면천초등학교병설유치원,,1,9,31804,충남 당진시 면천면 면천서문1길 33,041-356-3096,041-356-9373,1면1원
334,유치원,당진,순성면,공립,순성초등학교병설유치원,,2,14,31757,충남 당진시 순성면 순성로 473,041-353-5381,041-352-9375,
335,유치원,당진,순성면,공립,북창초등학교병설유치원,,1,6,31759,충남 당진시 순성면 붉은재길68,041-362-3599,041-362-9749,
336,유치원,당진,우강면,공립,우강초등학교병설유치원,,2,6,31754,충남 당진시 우강면 우강송산로 183-7,041-362-9017,041-363-1678,1면1원
337,유치원,당진,신평면,공립,신평초등학교병설유치원,,1,10,31741,충남 당진시 신평면 원머리로 7,041-363-1358,041-362-8896,
338,유치원,당진,신평면,공립,서정초등학교병설유치원,,2,30,31748,충남 당진시 신평면 거산3거리길 28-1,041-363-3115,041-362-5704,
339,유치원,당진,신평면,공립,한정초등학교병설유치원,,1,6,31743,충남 당진시 신평면 샛터로 172 ,041-362-5172,041-362-9622,
340,유치원,당진,송악읍,공립,송악초등학교병설유치원,,1,7,31728,충남 당진시 송악읍 송악로 663-1,041-358-3040,041-358-9377,
341,유치원,당진,송악읍,공립,전대초등학교병설유치원,,1,4,31729,충남 당진시 송악읍 신평로 1185,041-357-8202,041-357-8204,
342,유치원,당진,송악읍,공립,상록초등학교병설유치원,,2,23,31723,충남 당진시 송악읍 송악로 1024,041-356-7079,041-356-4770,
343,유치원,당진,송산면,공립,송산초등학교병설유치원,,1,7,31714,충남 당진시 송산면 상거길 19-1,041-353-8081,041-353-4977,
344,유치원,당진,송산면,공립,당산초등학교병설유치원,,2,19,31713,충남 당진시 송산면 당산2로 185,041-356-0075,041-355-1324,
345,유치원,당진,송산면,공립,유곡초등학교병설유치원,,1,12,31711,충남 당진시 송산면 송산로 821-17,041-353-4078,041-352-4336,
346,유치원,당진,송악읍,공립,기지유치원,,11,156,31732,충남 당진시 송악읍 틀모시로 897,041-356-7261,041-356-7202,
347,유치원,당진,수청동,공립,혜성유치원,신설,11,156,31766,충남 당진시 수청중앙로 70,041-430-7151,041-430-7153,2025-03-01자 신설
348,유치원,당진,읍내동,사립,소화유치원,,4,81,31769,충남 당진시 서문2길 28,041-356-1554,041-356-1336,
349,유치원,당진,송산면,사립,당진유치원,휴원,0,0,31717,충남 당진시 송산면 항거길 44-2,041-355-4007,,2026-02-28 까지 휴원 연장
350,유치원,당진,신평면,사립,성모유치원,,3,50,31741,충남 당진시 신평면 신평길 63,041-363-6765,041-363-6766,
351,유치원,당진,읍내동,사립,신성대학교부속유치원,,6,132,31772,충남 당진시 무수동 7길 202,041-356-5761,041-356-5765,
352,유치원,당진,원당동,사립,글로벌꿈나래유치원,,13,272,31771,충남 당진시 밤절로 30,041-356-6565,041-356-0056,
353,유치원,금산,금성면,공립,금성초등학교병설유치원,휴원,0,0,32707,충남 금산군 금성면 진산로 370,041-752-3010,041-753-5809,2024-03-01자 휴원
354,유치원,금산,제원면,공립,제원초등학교병설유치원,,2,4,32723,충남 금산군 금산읍 제원면 제원3길 11,041-754-7023,041-752-2492,1면1원
355,유치원,금산,부리면,공립,부리초등학교병설유치원,,1,3,32757,충남 금산군 부리면 현내로 81,041-754-0529,041-753-9833,1면1원
356,유치원,금산,군북면,공립,군북초등학교병설유치원,,1,4,32718,충남 금산군 군북면 군북로 714 ,041-752-9769,041-753-9865,
357,유치원,금산,군북면,공립,용문초등학교병설유치원,,1,7,32721,충남 금산군 군북면 시두물길 15,041-751-1656,041-753-9738,
358,유치원,금산,군북면,공립,상곡초등학교병설유치원,,1,2,32717,충남 금산군 군북면 상곡길 34,041-753-7045,041-753-9673,도서벽지
359,유치원,금산,남일면,공립,남일초등학교병설유치원,,1,2,32758,충남 금산군 남일면 봉황로 83,041-752-1053,041-752-6858,1면1원
360,유치원,금산,남이면,공립,남이초등학교병설유치원,휴원,0,0,32751,충남 금산군 남이면 진악로 51,041-753-1016,041-753-9829,2025-03-01자 휴원
361,유치원,금산,진산면,공립,진산초등학교병설유치원,,1,4,32704,충남 금산군 진산면 읍내로 41,041-752-4040,041-752-7783,1면1원
362,유치원,금산,복수면,공립,복수초등학교병설유치원,휴원,0,0,32703,충남 금산군 복수면 복수로 137,041-753-8312,041-752-0964,2025-03-01자 휴원
363,유치원,금산,복수면,공립,신대초등학교병설유치원,,1,1,32701,충남 금산군 복수면 복수로 753,041-752-8212,041-753-4046,1면1원 적용
364,유치원,금산,추부면,공립,추부초등학교병설유치원,,1,11,32714,충남 금산군 추부면 하마전로 23,041-752-4938,041-753-7909,
365,유치원,금산,추부면,공립,성대초등학교병설유치원,,1,5,32710,충남 금산군 추부면 군북로 1402,041-753-7168,041-752-7114,
366,유치원,금산,금산읍,사립,백합유치원,,4,57,32738,충남 금산군 금산읍 뒷담말길 38,041-752-7621,041-751-7621,
367,유치원,금산,금산읍,공립,금산유치원,,7,71,32742,충남 금산군 금산읍 진악로 1015,041-751-8478,041-751-8483,
368,유치원,부여,부여읍,공립,부여유치원,,6,93,33135,충남 부여군 부여읍 부소로 105-10,041-834-5226,041-834-5227,
369,유치원,부여,부여읍,공립,백제초등학교병설유치원,,2,5,33155,충남 부여군 부여읍 계백로321,041-833-7266,041-837-0611,
370,유치원,부여,부여읍,공립,궁남초등학교병설유치원,,1,6,33168,충남 부여군 부여읍 계백로 238-6,041-834-3325,041-834-8261,
371,유치원,부여,부여읍,공립,대왕초등학교병설유치원,,1,5,33160,충남 부여군 부여읍 금성로 150,041-834-6078,041-837-0612,
372,유치원,부여,부여읍,공립,송간초등학교병설유치원,휴원,0,0,33127,충남 부여군 부여읍 삼충로 272번길 5,041-834-3346,041-837-0613,2023-03-01자 휴원
373,유치원,부여,규암면,공립,규암초등학교병설유치원,,4,33,33123,충남 부여군 규암면 계백로 3 ,041-835-6220,041-835-4469,
374,유치원,부여,규암면,공립,백강초등학교병설유치원,,1,3,33116,충남 부여군 규암면 백제문로 251번길 20,041-835-9390,041-835-0645,
375,유치원,부여,은산면,공립,은산초등학교병설유치원,,1,3,33313,충남 부여군 은산면 충의로 729,041-832-6390,041-837-0639,1면1원
376,유치원,부여,외산면,공립,외산초등학교병설유치원,휴원,0,0,33104,충남 부여군 외산면 만수로 421,041-836-5392,041-836-7948,2021-03-01자 휴원
377,유치원,부여,내산면,공립,내산초등학교병설유치원,,1,3,33195,충남 부여군 내산면 성충로 906,041-832-0878,041-834-8283,1면1원
378,유치원,부여,구룡면,공립,구룡초등학교병설유치원,,1,4,33191,충남 부여군 구룡면 태양로 25,041-832-2890, 041-834-6647 ,
379,유치원,부여,구룡면,공립,용당초등학교병설유치원,휴원,0,0,33190,충남 부여군 구룡면 용당로2번길 73,041-832-2193,041-837-0622,2023-03-01자 휴원
380,유치원,부여,홍산면,공립,홍산초등학교병설유치원,,1,4,33200,충남 부여군 홍산면 홍산로 111번길 7,041-835-1095,041-835-6801,1면1원
381,유치원,부여,옥산면,공립,옥산초등학교병설유치원,,1,5,33205,충남 부여군 옥산면 대백제로 330,041-832-0091,041-832-9140,1면1원
382,유치원,부여,충화면,공립,충화초등학교병설유치원,,1,2,33212,충남 부여군 충화면 팔충로 701,041-833-1095,041-834-2984,1면1원
383,유치원,부여,양화면,공립,양화초등학교병설유치원,휴원,0,0,33215,충남 부여군 양화면 충절로 215,041-833-3090,041-834-6723,2025-03-01자 휴원
384,유치원,부여,임천면,공립,임천초등학교병설유치원,,1,2,33219,충남 부여군 임천면 성흥로97번길15,041-832-1228,041-837-0714,1면1원
385,유치원,부여,장암면,공립,장암초등학교병설유치원,,1,2,33183,충남 부여군 장암면 석동로 112,041-834-2625,041-833-5660,1면1원
386,유치원,부여,세도면,공립,세도초등학교병설유치원,,1,2,33227,충남 부여군 세도면 세도로 68,041-834-4797,041-833-0091,1면1원
387,유치원,부여,석성면,공립,석양초등학교석성분교장병설유치원,휴원,0,0,33179,충남 부여군 석성면 석성로 113-8,041-836-9088,041-836-0455,2022-03-01 자 휴원
388,유치원,부여,석성면,공립,석양초등학교병설유치원,,1,6,33176,충남 부여군 석성면 증산로39번길 31,041-836-6190,041-836-0633,
389,유치원,부여,초촌면,공립,초촌초등학교병설유치원,,1,3,33175,충남 부여군 초촌면 초촌로 55,041-832-1076,041-832-7864,1면1원
390,유치원,부여,부여읍,사립,부여중앙유치원,,3,54,33152,충남 부여군 부여읍 사비로 75,041-833-7724,041-833-7728,
391,유치원,부여,부여읍,사립,부여선교유치원,,3,41,33138,충남 부여군 부여읍 성왕로 239-7,041-832-9497,041-832-9496,
392,유치원,서천,장항읍,공립,장항초등학교병설유치원,,3,10,33659,충남 서천군 장항읍 성주길6,041-956-6676,041-956-6309,
393,유치원,서천,장항읍,공립,장항중앙초등학교병설유치원,,2,14,33670,충남 서천군 장항읍 장항로121번길 7,041-956-1392,041-956-6859,
394,유치원,서천,장항읍,공립,송림초등학교병설유치원,,1,3,33658,충남 서천군 장항읍 옥도로 14,041-956-0621,041-956-8521,
395,유치원,서천,서천읍,공립,서천초등학교병설유치원,,4,52,33643,충남 서천군 서천읍 서천로98번길 5,041-953-6939,041-953-6904,
396,유치원,서천,마서면,공립,마동초등학교병설유치원,,1,4,33657,충남 서천군 마서면 원송로229,041-956-8909,041-956-7583,
397,유치원,서천,마서면,공립,송석초등학교병설유치원,,1,5,33650,충남 서천군 마서면 송신로 432,041-952-8705,041-952-8640,
398,유치원,서천,화양면,공립,화양초등학교병설유치원,,1,3,33629, 충남 서천군 화양면 화산로 64번길,041-951-2038,041-951-8706,1면1원
399,유치원,서천,기산면,공립,기산초등학교병설유치원,,1,4,33628,충남 서천군 기산면 기산길 107,041-951-2049,041-951-8701,1면1원
400,유치원,서천,한산면,공립,한산초등학교병설유치원,,1,1,33624,충남 서천군 한산면 한마로 48,041-952-3732,041-951-8728,1면1원
401,유치원,서천,마산면,공립,마산초등학교병설유치원,,1,3,33622,충남 서천군 마산면 삼일로 327,041-952-9412,041-953-1733,1면1원
402,유치원,서천,시초면,공립,시초초등학교병설유치원,,2,10,33620,충남 서천군 시초면 초현리 시초북로 31,041-952-4502,041-952-2477,1면1원
403,유치원,서천,판교면,공립,오성초등학교병설유치원,,1,4,33615,충남 서천군 판교면 종판로 857번길 13,041-951-9971,041-951-8726,1면1원
404,유치원,서천,종천면,공립,부내초등학교병설유치원,,1,3,33611,충남 서천군 종천면 충서로363번길 23-1,041-953-1850,041-953-4084,1면1원
405,유치원,서천,비인면,공립,비인초등학교병설유치원,,1,3,33608,충남 서천군 비인면 비인로 192(성내리),041-952-1325,041-952-1326,1면1원
406,유치원,서천,서면,공립,서면초등학교병설유치원,,1,5,33602,충남 서천군 서면 선합장길 15,041-951-5061,041-952-2731,
407,유치원,서천,서면,공립,서도초등학교병설유치원,,1,8,33603,충남 서천군 서면 공암남촌길 31번길 33,041-952-9338,041-952-8842,
408,유치원,청양,청양읍,공립,청양유치원,,6,59,33329,충남 청양군 청양읍 칠갑산로 1길 11-10,041-942-2840,041-944-1518,
409,유치원,청양,운곡면,공립,운곡초등학교병설유치원,휴원,0,0,33315,충남 청양군 운곡면 청신로 882,041-942-9766,041-942-9763,2025-03-01자 휴원
410,유치원,청양,대치면,공립,수정초등학교병설유치원,,1,5,33345,충남 청양군 대치면 칠갑산로 514,041-942-3507,041-942-3504,1면1원
411,유치원,청양,정산면,공립,정산초등학교병설유치원,,1,6,33352,충남 청양군 정산면 칠갑산로 1863,041-942-5051,041-943-6055,1면1원
412,유치원,청양,목면,공립,목면초등학교병설유치원,,1,3,33358,충남 청양군 목면 철마장길 27,041-944-0765,041-944-0764,1면1원
413,유치원,청양,청남면,공립,청남초등학교병설유치원,,1,5,33363,충남 청양군 청남면 명덕로 207-4,041-943-4852,041-943-4855,1면1원
414,유치원,청양,장평면,공립,장평초등학교병설유치원,,1,2,33367,충남 청양군 장평면 충의로 453,041-942-6822,041-943-7864,1면1원
415,유치원,청양,남양면,공립,남양초등학교병설유치원,,1,5,33306,충남 청양군 남양면 구용길 324,041-944-0535,041-943-7961,1면1원
416,유치원,청양,화성면,공립,합천초등학교병설유치원,휴원,0,0,33310,충남 청양군 화성면 무한로 88,041-942-4012,041-943-7408,2025-03-01자 휴원
417,유치원,청양,비봉면,공립,가남초등학교병설유치원,휴원,0,0,33316,충남 청양군  비봉면 충절로 1962-7,041-943-4756,041-943-6902,2024-03-01자 휴원
418,유치원,청양,비봉면,사립,넓은마당유치원,,2,15,33318,충남 청양군 비봉면 충절로 1630-6,041-944-0602,041-944-0605,
419,유치원,홍성,홍성읍,공립,조양유치원,,7,82,32216,충남 홍성군 홍성읍 도청대로 29-19,041-631-9962,041-631-9963,
420,유치원,홍성,광천읍,공립,광천초등학교병설유치원,,1,6,32292,충남 홍성군 광천읍 홍남로 705번길 16,041-641-6356,041-641-5624,
421,유치원,홍성,홍북읍,공립,홍북초등학교병설유치원,,3,52,32260,충남 홍성군 자경로 33,041-632-9028,041-632-2605,
422,유치원,홍성,홍북읍,공립,용봉초등학교병설유치원,,1,4,32251,충남 홍성군 홍북읍 이응노로 277,041-631-1203,041-633-8828,
423,유치원,홍성,홍북읍,공립,내포초등학교병설유치원,,3,52,32272,충남 홍성군 홍북읍 홍학로 38,041-630-7916,041-634-8064,
424,유치원,홍성,홍북읍,공립,한울초등학교병설유치원,,3,45,32266,충남 홍성군 홍북읍 홍학로 131,041-631-6414,041-631-6418,
425,유치원,홍성,홍북읍,공립,내포유치원,,7,104,32268,충남 홍성군 홍북읍 신대2길 66,041-406-0002,041-635-1136,
426,유치원,홍성,홍북읍,공립,가람유치원,,15,208,32269,충남 홍성군 홍북읍 홍학로 180,041-339-3902,041-631-1078,
427,유치원,홍성,금마면,공립,금마초등학교병설유치원,,1,3,32280,충남 홍성군 금마면 광금북로 484,041-631-1221,041-632-2606,2025 학급편성 점검 대상(기준일자 이후 3명->2명)
428,유치원,홍성,금마면,공립,배양초등학교병설유치원,,1,6,32280,충남 홍성군 금마면 금마로 23-24,041-631-1225,041-634-3937,
429,유치원,홍성,홍동면,공립,홍동초등학교병설유치원,,1,4,32284,충남 홍성군 홍동면 홍장남로 672번길 59,041-634-9510,041-632-2604,
430,유치원,홍성,홍동면,공립,금당초등학교병설유치원,,1,3,32283,충남 홍성군 홍동면 초롱산길 9,041-634-8223,041-633-8857,
431,유치원,홍성,장곡면,공립,장곡초등학교병설유치원,,1,3,32298,충남 홍성군 장곡면 도산1길 2,041-642-7790,041-642-0364,1면1원
432,유치원,홍성,은하면,공립,은하초등학교병설유치원,,1,3,32210,충남 홍성군 은하면 은하로 220,041-642-0864,041-642-5069,1면1원
433,유치원,홍성,결성면,공립,결성초등학교병설유치원,,1,4,32212,충남 홍성군 결성면 홍남서로 738번길 30,041-642-1884,041-642-0815,1면1원
434,유치원,홍성,서부면,공립,서부초등학교병설유치원,,1,2,32204,충남 홍성군 서부면 서부로 505,041-634-8536,041-633-5402,농촌유학운영초등학교
435,유치원,홍성,서부면,공립,신당초등학교병설유치원,,1,3,32206,충남 홍성군 서부면 남당항로 270번길 43,041-631-1229,041-633-5293,
436,유치원,홍성,갈산면,공립,갈산초등학교병설유치원,,1,4,32202,충남 홍성군 갈산면 갈산로 135,041-634-6653,041-633-5784,1면1원
437,유치원,홍성,구항면,공립,구항초등학교병설유치원,,1,5,32215,충남 홍성군 구항면 구성남로 928,041-631-3298,041-634-5708,
438,유치원,홍성,구항면,공립,대정초등학교병설유치원,,1,3,32214,충남 홍성군 구항면 거북로 20,041-641-0640,041-642-0643,
439,유치원,홍성,홍성읍,사립,혜전대학교부속유치원,,3,29,32244,충남 홍성군 홍성읍 대학길 18-23,041-632-0147,041-631-4641,
440,유치원,홍성,홍성읍,사립,목화유치원,,8,152,32218,충남 홍성군 홍성읍 대교길 33,041-632-0805,041-634-9890,
441,유치원,홍성,홍성읍,사립,프라임유치원,,6,115,32244,충남 홍성군 홍성읍 충서로1216번길 23,041-634-4795,041-631-4795,
442,유치원,홍성,홍북읍,사립,풀꽃향기유치원,,8,180,32266,충남 홍성군 홍북읍 홍예로 213,041-633-9967,041-633-9968,
443,유치원,홍성,홍북읍,사립,내포글로벌유치원,,11,211,32257,충남 홍성군 홍북읍 애향5길 15,041-633-1777,050-4133-4657,
444,유치원,예산,예산읍,공립,예산유치원,,7,79,32435,예산군 예산읍 사직로 15    ,334-9889,335-8668,
445,유치원,예산,삽교읍,공립,예목유치원,신설,7,104,32416,충남 예산군 삽교읍 예학로 187,338-5516,338-5514,2025-03-01자 신설
446,유치원,예산,예산읍,공립,금오초등학교병설유치원,,1,6,32429,예산군 예산읍 역전로 134번길 40,331-0943,334-2505,
447,유치원,예산,예산읍,공립,신례원초등학교병설유치원,,1,4,32421,예산군 예산읍 신례원로 179,334-3584,334-3418,
448,유치원,예산,대술면,공립,대술초등학교병설유치원,,1,4,32444,예산군 대술면 원농리길12,333-1940,333-9324,1면1원
449,유치원,예산,신양면,공립,신양초등학교병설유치원,,1,8,32453,예산군 신양면 청신로 374,332-9254,333-4717,1면1원
450,유치원,예산,광시면,공립,웅산초등학교병설유치원,,1,3,32457,예산군 광시면 예당로 181,332-1562,333-4719,1면1원
451,유치원,예산,대흥면,공립,대흥초등학교병설유치원,휴원,0,0,32450,예산군 대흥면 의좋은형제길 16,332-9097,332-2205,2025-03-01자 휴원
452,유치원,예산,응봉면,공립,응봉초등학교병설유치원,,1,4,32447,예산군 응봉면 예당로1504,333-0041,333-4721,
453,유치원,예산,응봉면,공립,평촌초등학교병설유치원,,1,3,32447,예산군 응봉면 예당로 1211,332-7226,333-9627,
454,유치원,예산,삽교읍,공립,삽교초등학교병설유치원,,1,5,32414,예산군 삽교읍 삽교로 4길 26,337-2864,338-0134,
455,유치원,예산,삽교읍,공립,용동초등학교병설유치원,,1,6,32412,예산군 삽교읍 삽교평야로 193,338-3634,338-0696,
456,유치원,예산,삽교읍,공립,보성초등학교병설유치원,,3,51,32416,예산군 삽교읍 예학로 127,337-1742,337-7705,
457,유치원,예산,덕산면,공립,덕산초등학교병설유치원,,3,17,32406,예산군 덕산면 봉운로 38,337-0206,337-0208,
458,유치원,예산,덕산면,공립,시량초등학교병설유치원,,1,11,32407,예산군 덕산면 덕산온천로 91,337-5468,337-7786,
459,유치원,예산,덕산면,공립,수덕초등학교병설유치원,,1,1,32410,예산군 덕산면 수덕사로 631,337-7227,337-5506,도서벽지
460,유치원,예산,봉산면,공립,봉산초등학교병설유치원,,1,9,32404,예산군 봉산면 봉산로 369-10,337-1051,337-4544,1면1원
461,유치원,예산,고덕면,공립,고덕초등학교병설유치원,,2,9,32403,예산군 고덕면 황금뜰로 203번지 ,337-8007,337-7792,
462,유치원,예산,고덕면,공립,구만초등학교병설유치원,휴원,0,0,32402,예산군 고덕면 구만윗뜸길 27 ,337-8438,337-7726 ,2024-03-01자 휴원
463,유치원,예산,고덕면,공립,예덕초등학교병설유치원,,1,6,32401,예산군 고덕면 몽곡상몽길 54,338-3707,338-7724,
464,유치원,예산,신암면,공립,신암초등학교병설유치원,,1,3,32418,예산군 신암면 신암남로 285-6,332-9010,333-8543,1면1원
465,유치원,예산,오가면,공립,오가초등학교병설유치원,,1,6,32425,예산군 오가면 역말로 89  ,333-0946 ,333-4889 ,
466,유치원,예산,오가면,공립,양신초등학교병설유치원,,1,1,32424,예산군 오가면 내양막 길 5,333-3764,333-8766,특수교육대상자선정
467,유치원,예산,예산읍,사립,성모유치원,,1,11,32435,예산군 예산로 161번길 10,332-2565,334-2565,
468,유치원,예산,예산읍,사립,세정유치원,,6,87,32441,예산군 예산읍 예중길 24-26,333-3940,331-3940,
469,유치원,태안,태안읍,공립,태안유치원,,8,83,32148,충남 태안군 태안읍 냉천골길 16,041-675-3311,041-675-3328,
470,유치원,태안,안면읍,공립,안면초등학교병설유치원,,1,4,32164,충남 태안군 안면읍 장터로 230,041-673-1021,041-673-7497,
471,유치원,태안,안면읍,공립,방포초등학교병설유치원,,1,4,32166,충남 태안군 안면읍 꽃지해안로 519,041-674-4197,041-674-5560,
472,유치원,태안,안면읍,공립,안중초등학교병설유치원,,1,5,32167,충남 태안군 안면읍 율포길 31,041-673-5376,041-673-5374,
473,유치원,태안,안면읍,공립,창기초등학교병설유치원,,1,4,32162,충남 태안군 안면읍 황도로 72,041-673-7617,041-672-3381,
474,유치원,태안,고남면,공립,고남초등학교병설유치원,휴원,0,0,32172,충남 태안군 고남읍 안면대로 4189,041-673-5677,041-673-5674,2025-03-01자 휴원
475,유치원,태안,남면,공립,남면초등학교병설유치원,,1,3,32154,충남 태안군 남면 남면로 125,041-672-4383,041-674-5253,
476,유치원,태안,남면,공립,삼성초등학교병설유치원,,1,4,32158,충남 태안군 남면 마검포길 93-1,041-675-4201,041-674-5344,
477,유치원,태안,근흥면,공립,근흥초등학교병설유치원,휴원,0,0,32129,충남 태안군 근흥면 근흥로 716-8,041-673-0775,041-673-4986,2024-03-01자 휴원
478,유치원,태안,근흥면,공립,안흥초등학교병설유치원,,1,2,32131,충남 태안군 근흥면 죽림길 45,041-674-9325,041-674-9324,1면1원 적용
479,유치원,태안,소원면,공립,소원초등학교병설유치원,휴원,0,0,32120,충남 태안군 소원면 은골길 42,041-672-6005,041-672-6209,2024-03-01자 휴원
480,유치원,태안,소원면,공립,모항초등학교병설유치원,,1,5,32123,충남 태안군 소원면 모항파도로 116,041-672-9184,041-672-1559,
481,유치원,태안,소원면,공립,시목초등학교병설유치원,휴원,0,0,32118,충남 태안군 소원면 서해로 1147-26,041-674-6809,041-674-6812,2024-03-01자 휴원
482,유치원,태안,원북면,공립,원북초등학교병설유치원,,1,1,32109,충남 태안군 원북면 원이로 849-3,041-672-5070,041-672-3619,1면1원 적용
483,유치원,태안,원북면,공립,대기초등학교병설유치원,휴원,0,0,32112,충남 태안군 원북면 대기길 12-21,041-672-0429,041-672-3294,2024-03-01자 휴원
484,유치원,태안,이원면,공립,이원초등학교병설유치원,,1,2,32103,충남 태안군 이원면 원이로 1536-31,041-672-8789,041-672-8392,1면1원 적용
485,유치원,태안,이원면,공립,이원초등학교관동분교장병설유치원,휴원,0,0,32101,충남 태안군 이원면 원이로 1956,041-672-8067,,2024-03-01자 휴원
486,유치원,태안,태안읍,사립,파랑새유치원,,5,83,32142,충남 태안군 태안읍 성안1길80,041-675-7171,041-675-7181,
